Urls,counts
https://neodimokratis.gr/10-apo-ta-psemata-pou-akousa-tis-teleutaies-imeres-apo-ton-alexi-tsipra/,34
https://twitter.com/GiorgosKyrtsos/status/1131602528129429506,34
https://twitter.com/DerZavalos/status/1131944910515527681,33
https://www.pscp.tv/w/b7WjPDFQbUtxZ1BNR1ZhRW98MXlwS2R2bm5hamRKV0APcUcocTYzZZyZXkYV0WXLDfy-__U2484NRGkl5CeK,33
https://twitter.com/niktrah/status/1132172216123232263,32
https://bit.ly/2vnHV4V,32
https://twitter.com/atsipras/status/1130905778553020416,32
"http://tomanifesto.gr,https://tomanifesto.gr/provadisma-85-monades-tis-nd-se-dimoskopisi-tis-rass/",31
https://twitter.com/vkatsardis/status/1131979926536634374,31
https://www.protothema.gr/greece/article/892926/asoee-vandaloi-eisevalan-sto-grafeio-tou-prutani/,31
https://youtu.be/BLVy1S2jy-w,31
https://www.ekklisiaonline.gr/nea/konstantinou-ke-elenis-megali-giorti-tis-orthodoxias-simera-21-ma%ce%90ou/,30
https://twitter.com/prezatv/status/1132574003690901504,30
https://www.pscp.tv/w/b7RB6DFQbUtxZ1BNR1ZhRW98MWdxeHZWTWVhUld4Qn7uRd9CkutZq-u4XMSkkb4ThSmc66J3OFy3qZ9yF8ak,30
https://www.capital.gr/politiki/3361403/metron-analysis-probadisma-7-2-monadon-gia-ti-nd-stis-euroekloges,30
https://www.pscp.tv/w/b7cPRTFQbUtxZ1BNR1ZhRW98MXluS09SUEFMRHF4Usp5fQVqRS7osjSLx_-_6Wpr0n1QQOqSlLFurdVMYQD7,30
https://twitter.com/LavrentisBeria4/status/1132189208976732166,28
https://twitter.com/documentonews/status/1132573057065922560,28
http://DailyPost.gr,28
https://youtu.be/0-EJwjALKO4,28
https://www.pronews.gr/opinion-makers/773871_eyroekloges-2019-oloi-mazi-me-tin-hrysi-aygi-gia-tin-eyropi-ton-patridon,28
https://www.protothema.gr/politics/article/892526/spiegel-upotoniki-anaptuxi-proeklogika-epidomata-kai-diorismoi-filon-apo-ton-tsipra/,28
https://www.euro2day.gr/specials/opinions/article/1683684/ta-kryfa-haratsia-ths-teleytaias-tetraetias-.html,28
https://youtu.be/ccEcLtOoa6k,27
http://ysterografa.gr/%CE%B7-%CE%B1%CE%BD%CE%B7%CF%83%CF%85%CF%87%CE%AF%CE%B1-%CF%84%CF%89%CE%BD-%CE%BA%CE%BF%CE%BC%CE%BC%CE%B1%CF%84%CE%B9%CE%BA%CF%8E%CE%BD-%CE%B7%CE%B3%CE%B5%CF%83%CE%B9%CF%8E%CE%BD-%CE%B3%CE%B9%CE%B1/,27
https://twitter.com/E_Achtsioglou/status/1132267899018653697,27
https://twitter.com/News247gr/status/1132534007361605632,27
https://twitter.com/niktrah/status/1132785228244766720,27
https://www.renadourou.gr/2019/05/24/to-dilhmma-einai-safes-proodos-h-opisthodromhsh-arthro-ths-perifereiarhh-attikhs-sthn-efhmerida-ta-nea/,26
http://ysterografa.gr/%CE%BF-%CE%BC%CE%B5%CF%84%CF%81%CE%B9%CE%BF%CF%80%CE%B1%CE%B8%CE%AE%CF%82-%CE%B1%CE%B2%CF%81%CE%B1%CE%BC%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82-%CF%80%CE%B9%CE%AC%CE%BD%CE%B5%CE%B9-%CE%BA%CE%BB/,26
http://www.xryshaygh.com/enimerosi/view/ourania-michaloliakou-ypopshfia-me-thn-ellhnikh-augh-gia-thn-athhna-binteo,26
https://twitter.com/St_Theodorakis/status/1132538927489986560?s=19,26
https://twitter.com/tetRadio/status/1131143404841295872,26
https://www.real.gr/politiki/arthro/pappas_ston_realfm_97_8_den_peithomai_oti_yparxoun_psifoforoi_pou_enoxlithikan_apo_to_yfos_polaki_kai_goiteutikan_apo_auto_tou_antiproedrou_tis_nd-547155/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=real_gr,26
https://www.protothema.gr/economy/article/894512/anasa-stin-oikonomia-apo-ti-niki-tis-nd-stis-euroekloges-kai-tin-prokiruxi-eklogon/,26
https://twitter.com/george_cris/status/1132651319611801600,26
https://twitter.com/EuropeElects/status/1132682672709537793,25
https://bit.ly/30JZESC,25
https://www.protothema.gr/politics/article/894798/manitakis-katadolieusi-tou-sudagmatos-endehomenes-allages-sti-dikaiosuni-pro-ton-eklogon/#.XO2FzTR58X0.twitter,25
https://twitter.com/greekanalyst/status/1132696301177647104,25
https://twitter.com/atsipras/status/1130503995779440640,25
https://www.tvopen.gr/live-tv,25
https://www.pscp.tv/w/b7L4MjFQbUtxZ1BNR1ZhRW98MWxEeExycW5icExHbbCWkNgCtytZtcDeJaLywut7ixW92cGmRFzAbBYreg4w,25
https://youtu.be/qgvlVfVT4dI,24
http://ysterografa.gr/%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82-%CE%B5%CE%BA%CE%BB%CE%BF%CE%B3%CE%AD%CF%82-2000/,24
http://www.xryshaygh.com/enimerosi/view/ethniko-prosklhthrio-anoikta-ta-pshfodeltia-ths-chrushs-aughs-gia-olou,24
http://www.xryshaygh.com/enimerosi/view/se-auta-ta-shmeia-dianemontai-pshfodeltia-ths-chrushs-aughs,24
"http://Lykavitos.gr,https://www.lykavitos.gr/o-terastios-prosopikos-thriamvos-tou-k/",24
"http://Cretapost.gr,https://www.cretapost.gr/488777/o-alexis-ton-ligon-sto-iraklio/",24
https://www.iapopsi.gr/deite-live-tin-omilia-toy-antoni-samara/,24
http://www.xryshaygh.com/enimerosi/view/enantia-se-kindunologia-kai-polwsh-chrush-augh-mechri-thn-telikh-nikh,23
https://www.pronews.gr/elliniki-politiki/laikos-syndesmos/775059_apokleistiki-synenteyxi-toy-gg-toy-laikoy-syndesmoy,23
https://www.youtube.com/watch?v=nTrmqS7UJlc,23
https://twitter.com/egrammes/status/1132718642611871744,23
https://twitter.com/georghyzhukov/status/1129303247771058176,23
https://youtu.be/jByb3hdH5Qc,23
https://www.thepresident.gr/2019/05/23/samaras-tsipra-eisai-mayrogaloyros-xepoylises-ti-makedonia-tha-se-pao-mechri-teloys/,23
https://twitter.com/liberalgr/status/1131833324736061440,23
https://www.thepresident.gr/2019/05/28/bloomberg-oi-eyroekloges-prokaloyn-ptosi-toy-protoporoy-toy-laikismoy-a-tsipra/,22
http://ysterografa.gr/%CF%80%CE%B5%CF%81%CE%B9%CF%83%CF%83%CF%8C%CF%84%CE%B5%CF%81%CE%BF-%CE%BA%CE%B1%CE%B9-%CE%B1%CF%80%CF%8C-%CF%84%CE%BF%CF%85%CF%82-%CF%80%CE%BF%CE%BB%CE%B9%CF%84%CE%B9%CE%BA%CE%BF%CF%8D%CF%82-%CE%B3/,22
https://youtu.be/XwaAPti9Iik,22
https://www.pscp.tv/w/b7g3LzFQbUtxZ1BNR1ZhRW98MWRqR1hwd292T2pHWhwCduk61DRyICmbVHA8a1WD0aELe_o5AofX87_3DJrT,22
https://youtu.be/vLEcGO9jljg,22
https://youtu.be/5mTjj9dZFSU,22
http://tomanifesto.gr,22
"http://Liberal.gr,https://www.liberal.gr/apopsi/O-syriza-feugei-emeis-erchomaste/253470#.XO0gTRvVywQ.twitter",22
http://www.xryshaygh.com/enimerosi/view/apothewsh-chrushs-aughs-sto-mesologgi-prwtes-eikones-apo-thn-anoichth-sugke,22
https://www.protothema.gr/economy/article/893185/new-york-times-to-kas-blokarei-tin-ependusi-tis-cosco-ston-peiraia/,21
https://youtu.be/A1VZhw_coQ0,21
https://twitter.com/EvangAntonaros/status/1131546511429521409,21
https://meaculpa.gr/kosmos/24373-bild-to-92-ton-akroaristeron-aktibiston-zei-me-ti-mama-tou,21
https://twitter.com/gregmiralis/status/1131904818803613697?s=20,21
https://twitter.com/syriza_gr/status/1131605205190107136,20
https://www.theguardian.com/commentisfree/ng-interactive/2018/sep/13/our-new-international-movement-will-fight-rising-fascism-and-globalists?CMP=share_btn_tw,20
https://twitter.com/europeelects/status/1132682672709537793,20
http://ysterografa.gr/%CF%80%CF%8C%CF%83%CE%BF-%CE%BB%CE%B5%CE%AF%CF%80%CE%B5%CE%B9-%CE%BF-%CE%BA%CE%B1%CF%81%CE%B1%CE%BC%CE%B1%CE%BD%CE%BB%CE%AE%CF%82/,20
https://www.parapolitika.gr/politiki/article/1001252/20-monades-kato-o-suriza-stis-ergatikes-sunoikies-tis-attikis-megali-anodos-gia-nd/,20
https://bit.ly/2wkJP78,20
https://twitter.com/PIOcy/status/1128639606407225344,20
https://www.parapolitika.gr/parapolitika/article/1000098/anapadehi-stirixi-apo-tin-pagritia-adelfotita-makedonias-stin-eua-kaili/,19
https://www.protothema.gr/politics/article/893726/hamos-sto-twitter-to-diaforetiko-minuma-ston-tsipra-apo-to-game-of-thrones/,19
"http://www.RenaDourou.gr,http://www.DinamiZois.gr",19
https://twitter.com/giorgoskyritsis/status/1133404712198451200,19
https://twitter.com/newhorizon2019/status/1132699500169125888,19
http://reader.gr,19
https://youtu.be/K1jMGGetmzc,19
https://twitter.com/paulito7/status/1132259117484183553,19
https://twitter.com/EiriniLampraki/status/1133264357687791616,19
http://www.xryshaygh.com/enimerosi/view/agwnistiko-mhnuma-n.-g.-michaloliakou-apo-ta-kamena-grafeia-ths-t.o.-acharn,19
https://www.iefimerida.gr/politiki/novartis-den-prokyptoyn-eythynes-politikon-prosopon,19
"http://Liberal.gr,https://www.liberal.gr/apopsi/giati-tha-psifiso-kuriako/253111",19
https://koinonikosethnikismos.wordpress.com/2016/05/29/%cf%83%cf%84%ce%b7%ce%bd-%cf%80%cf%8d%ce%bb%ce%b7-%cf%84%ce%bf%cf%85-%cf%81%cf%89%ce%bc%ce%b1%ce%bd%ce%bf%cf%8d-%ce%ac%cf%81%ce%b8%cf%81%ce%bf-%cf%84%ce%bf%cf%85-%ce%bd-%ce%b3-%ce%bc%ce%b9%cf%87-2/,19
http://lastpoint.gr,19
https://youtu.be/2MwePr2kidE,19
https://www.protothema.gr/greece/article/893530/mi-hasete-to-thema-pou-kukloforei/,19
https://left.gr/news/ayrio-paraskeyi-245-sto-syntagma-i-kentriki-proeklogiki-sygkentrosi-toy-syriza,19
https://twitter.com/news247gr/status/1132533016654430209,19
https://youtu.be/IOkTsLG2924,18
https://twitter.com/NIKSOTIROPOYLOS/status/1132684293766025216,18
https://www.efsyn.gr/politiki/197040_ellada-kai-eyropi-stis-kalpes,18
https://buff.ly/2Iah3f5,18
https://youtu.be/1CTaHidaExk,18
https://www.facebook.com/events/1127013107501032/,18
https://twitter.com/atsipras/status/1133056232758104065,18
https://twitter.com/Just_Scarlett_/status/1133059705482432513,18
https://twitter.com/fainaretirom/status/1132754823563100161,18
"http://Left.gr,https://left.gr/news/irthe-i-ora-ton-pollon-i-ekdilosi-toy-syriza-me-ton-fako-toy-leftgr",18
https://twitter.com/atsipras/status/1130894110959820803,18
http://www.enimerosi24.gr/198987/%ce%b5%ce%bc%cf%86%cf%8d%ce%bb%ce%b9%ce%bf%cf%82-%cf%83%cf%84%ce%b1-%cf%83%cf%85%cf%81%ce%b9%ce%b6%ce%b1%cf%8a%ce%ba%ce%ac-%ce%bc%ce%bc%ce%b5/,18
https://www.facebook.com/Georgios-Orfanos-109034535945/,18
https://twitter.com/kalli_Pap/status/1131082456013131776,18
https://youtu.be/xE5BumGTYfU,17
https://newrepublic.com/article/153964/will-radical-right-break-eu,17
https://www.902.gr/eidisi/politiki/192237/kali-vasi-gia-ti-syneheia-ta-stoiheia-syspeirosis-toy-kke-video,17
https://www.iefimerida.gr/ellada/antiexoysiastes-exo-apo-taberna-troei-kostas-mpakogiannis,17
https://twitter.com/ni21kos/status/1132215030202679296,17
https://bit.ly/2KzS3SG,17
https://www.parapolitika.gr/parapolitika/article/1000487/to-pigadaki-karamanli-georgiadi-stin-omilia-tou-mitsotaki-eikones/,17
http://www.alpha989.com/LivePlayer.aspx?a_id=1346,17
https://www.eleftherostypos.gr/ellada/413155-kostarakos-den-prepei-na-xexname-tous-enoxous-tis-symfonias-ton-prespon/,17
https://youtu.be/RoV7y2d4M8I,17
https://bit.ly/2QlOoXY,17
https://www.thepresident.gr/2019/05/22/i-galazia-epanastasi-ton-taxi-fotos-kai-video/,17
https://twitter.com/fainaretirom/status/1132254333343588353,17
https://meaculpa.gr/politiki/24863-anakoinothike-upopsifios-me-ti-nd-o-konstantinos-mpogdanos,17
http://Real.gr,17
https://bit.ly/2X2fvtx,17
https://twitter.com/george_cris/status/1132701820713873408,17
https://twitter.com/ippothesisGR/status/1130546560633331712,17
https://youtu.be/YOmwp5dcjd8,17
https://www.protagon.gr/?p=44341844254,17
https://www.star.gr/tv/live-stream/,17
http://action24.gr/live/,17
https://www.thepressproject.gr/article/141563/O-Stournaras-zita-emploki-idioton-se-ugeia-kai-suntakseis#.XO0kjtKlsEQ.twitter,17
https://twitter.com/kathimerini_gr/status/1131199857870462978,16
https://twitter.com/george_cris/status/1132322100360949761,16
https://meaculpa.gr/politiki/24265-proselaban-proeklogika-sto-ape-surizotrol-kai-sumboulo-tis-dourou,16
http://www.xryshaygh.com/enimerosi/view/diabaste-sthn-efhmerida-chrush-augh-pou-kukloforei-aurio-antepithesh-twra-m,16
https://left.gr/news/ta-margaritaria-tis-nd-sto-eyrokoinovoylio,16
http://www.xryshaygh.com/enimerosi/view/agwnas-mechri-thn-telikh-nikh-arthro-tou-n.-g.-michaloliakou,16
https://meaculpa.gr/politiki/24547-euroekloges-2019-protos-gia-ti-nd-o-stelios-kumpouropoulos,16
https://www.capital.gr/arthra/3361671/stis-26-maiou-leme-fuge-ston-alexi-tsipra?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1558664658,16
http://ow.ly/SMod50unhgh,16
http://bit.ly/2W7By5Q,16
http://www.thepressproject.gr/article/141488/LIVE-I-Ellada-se-triples-kalpes,16
https://twitter.com/Petrosqrt/status/1132277170812928001?s=20,16
http://www.enikos.gr/economy/651803/stournaras-anagki-na-dimiourgithei-evropaiko-tameio-engyisis-kata,16
https://youtu.be/fnXpyLJnJWM,16
http://ysterografa.gr/%CF%84%CE%B9-%CE%AD%CF%80%CE%B1%CE%B8%CE%B5-%CE%BF-%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82-%CE%BA%CE%B1%CE%B9-%CE%B1%CF%80%CE%B5%CE%B9%CE%BB%CE%B5%CE%AF-%CE%BC%CE%B5-%CF%80%CF%81%CF%8C/,16
https://bit.ly/2JY0ghv,16
https://www.thepresident.gr/2019/05/26/xekatharisma-stin-ert-ligo-prin-tin-itta-quot-apallassoyn-quot-ton-alafogiorgo-apo-ta-deltia-eidiseon/,16
http://www.lamiareport.gr/index.php/story/item/124832-as-milisoume-gia-evroekloges,16
http://www.xryshaygh.com/enimerosi/view/pshfise-o-archhgos-ths-chrushs-aughs-n.-g.-michaloliakos-shmera-oi-ellhnes#ixzz5p2CXbbvh,16
https://www.youtube.com/watch?v=N7x_1btyJ8w,16
https://pluralism.gr/%CE%B2%CF%81%CE%AE%CE%BA%CE%B1%CE%BC%CE%B5-%CF%84%CE%B9%CF%82-%CE%BA%CE%B1%CE%BB%CF%8D%CF%84%CE%B5%CF%81%CE%B5%CF%82-9-%CF%80%CF%81%CE%BF%CF%83%CF%86%CE%BF%CF%81%CE%AD%CF%82-%CF%83%CE%B5-%CE%B3%CF%85%CE%BD%CE%B1%CE%B9%CE%BA%CE%B5%CE%AF%CE%B1-%CE%B1%CE%BD%CE%B4%CF%81%CE%B9%CE%BA%CE%AC-%CE%B1%CF%81%CF%8E%CE%BC%CE%B1%CF%84%CE%B1-%CE%BA%CE%B1%CE%B9-%CE%AC%CE%BB%CE%BB%CE%B1,16
https://twitter.com/Kathimerini_gr/status/1132686897875173382,16
https://www.ethnos.gr/politiki/41022_ekloges-2019-live-oles-oi-exelixeis,16
https://www.jungewelt.de/artikel/355233.eurozone-bluten-f%C3%BCr-die-banken.html,16
http://www.xryshaygh.com/enimerosi/view/o-doureios-ippos-tou-susthmatos-entos-tou-patriwtikou-chwrou,16
https://twitter.com/niktrah/status/1130924891451138048,16
https://www.protagon.gr/epikairotita/antieksousiastes-eksw-apo-taverna-pou-trwei-o-kwstas-bakogiannis-44341846008?fbclid=IwAR1nFDy8bLRUsi2H761taHAJagNJvkmz4P-MTdhtXXXZj4laKrLykQodoII,16
http://www.kathimerini.gr/1025949/article/epikairothta/politikh/prowres-ekloges-prokhry3e-o-tsipras,15
https://twitter.com/GoodbyeSyriza/status/1128769403162640385,15
http://www.enikos.gr/economy/651681/synechizetai-to-rali-ton-ellinikon-omologon-gia-proti-fora-kato-a,15
https://election-results.eu/,15
https://youtu.be/wfUNHSTw_qI,15
http://ow.ly/xkhW50upGEv,15
https://twitter.com/george_cris/status/1132256503770025985,15
https://youtu.be/WdxtEiWlb28,15
https://www.yanisvaroufakis.eu/2019/05/29/%CE%BA%CE%B1%CE%BB%CE%B5%CF%83%CE%BC%CE%B1-%CF%83%CF%85%CE%BC%CF%80%CE%BF%CF%81%CE%B5%CF%85%CF%83%CE%B7%CF%83-%CE%BC%CE%B5-%CF%84%CE%BF-%CE%BC%CE%AD%CF%81%CE%B125-%CF%83%CF%85%CE%BD%CE%AD%CE%BD/,15
http://www.kathimerini.gr/1025934/article/epikairothta/politikh/ant-samaras-shmera-nikhse-h-ellada,15
https://youtu.be/Pjajxi8M1WQ,15
https://issuu.com/tomanifesto/docs/22_05_2019/1?ff,15
https://twitter.com/george_cris/status/1132602046786367488,15
https://www.protothema.gr/politics/article/892576/kikilias-gia-epithesi-rouvikona-sti-vouli-mazepste-tous/,15
https://hellasjournal.com/2019/05/xanaktypise-o-gios-toy-netaniachoy-stekomai-dipla-stin-kypro-egrapse-sto-twitter/,15
https://www.theguardian.com/world/2016/apr/05/yanis-varoufakis-why-we-must-save-the-eu?CMP=share_btn_tw,15
http://ysterografa.gr/%CE%BF-%CF%83%CF%84%CE%B1%CF%8D%CF%81%CE%BF%CF%82-%CE%B8%CE%B5%CE%BF%CE%B4%CF%89%CF%81%CE%AC%CE%BA%CE%B7%CF%82-%CE%B1%CE%BE%CE%AF%CE%B6%CE%B5%CE%B9-%CE%BC%CE%B9%CE%B1-%CE%B4%CE%B5%CF%8D%CF%84%CE%B5/,15
https://www.thepressproject.gr/article/141470/Irlandia-Oi-Prasinoi-kerdisan-me-megali-diafora-stis-Euroekloges-video,15
"http://Liberal.gr,https://www.liberal.gr/politics/pros-k-a-flampourari-psifisa-nd-choris-na-to-thelo/254081#.XPGYr5ftQuY.twitter",15
https://twitter.com/EFSYNTAKTON/status/1130669520157335558,15
https://twitter.com/katenotopoulou/status/1131932015534776321,15
https://twitter.com/just_scarlett_/status/1133059705482432513,15
"http://Alphafreepress.gr,https://www.alphafreepress.gr/2017/05/20/reportaz/angeli-pou-vazoun-telos-stin-kakopiisi-ton-skilon/",15
https://www.dailypost.gr/me-apopsi/pws_mporei_o_tsipras_na_parei_50_me_th_bohtheia_twn_europaiwn/,15
https://ethnikismos.net/2019/05/25/%ce%ba%ce%b1%ce%b9-%cf%84%ce%b9-%ce%ba%ce%b1%ce%bd%ce%bf%cf%85%ce%bc%ce%b5-%ce%b1%ce%bd-%ce%b4%ce%b5%ce%bd-%ce%b2%cf%81%ce%bf%cf%85%ce%bc%ce%b5-%cf%88%ce%b7%cf%86%ce%bf%ce%b4%ce%b5%ce%bb%cf%84%ce%b9/amp/?__twitter_impression=true,15
https://www.902.gr/eidisi/ekloges/192238/paremvasi-toy-thanasi-pafili-ston-t-s-open-video,15
https://twitter.com/silaserafim/status/1131526813887475713?s=20,14
https://twitter.com/doubamari/status/1133115943922614272,14
https://www.cnn.gr/oikonomia/story/177760/aneti-niki-tis-nd-se-eyrokalpi-perifereia-attikis-kai-dimo-athinas-deixnoyn-ta-stoiximata,14
https://www.facebook.com/topotami/videos/353014422235295/?__xts__[0]=68.ARAlEaJja094Q4W60DY68vqaSRHsVwf5ZFA2Ec25KQgsrNmUoHy0hRGQXdijsaGG6if_fldP6H9JCAfTSAy08y0DYomyLZzZe5DCoeucaJ43mvTAt11LdXMz_xCHhJbNvJwFlr8T_KKvvEtkWvqp4G3WBErO4q2moUVaoeEXbZf2yg696Tmn_o4zeZ28MA4yFqGE5NTVYZH_a65qP6TihPEcd31WDS1d_l_7pPooXgaXQ4uhou7Q3zh29Tn4hOZYQ0gYfsGVlXzBjLS3otDqaUuFZ3TUaBKNWJ-sMaGbx705kMR5Akyp-Mgo9ZehBGT6-4cI-gRAwdlUWaPB4k9fMWdTkoePVhWMZPQ&__tn__=-R,14
http://ysterografa.gr/%CE%B8%CE%B1-%CF%84%CE%BF-%CE%B4%CE%BF%CF%8D%CE%BC%CE%B5-%CE%BA%CE%B1%CE%B9-%CE%B1%CF%85%CF%84%CF%8C-%CF%81%CE%B5%CF%8D%CE%BC%CE%B1-%CE%B2%CE%B5%CE%BB%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%85/,14
https://www.yanisvaroufakis.eu/2019/05/24/%CE%BA%CE%B5%CE%BD%CF%84%CF%81%CE%B9%CE%BA%CE%AE-%CE%BF%CE%BC%CE%B9%CE%BB%CE%AF%CE%B1-%CF%84%CE%BF%CF%85-%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B1%CF%84%CE%AD%CE%B1-%CF%84%CE%BF%CF%85-%CE%BC%CE%AD%CF%81/,14
http://Newsbomb.gr,14
https://thefact.gr/2019/05/25/danellis-enomeni-eyropi-erimin-ton-politon-tis-den-yfistatai/,14
